Data Year,Utility Number,Utility Name,State,Ownership,Short Form,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED Minus LOS,CAIDI Minus MED,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically
2019,84,A & N Electric Coop,MD,Cooperative,,,,,,,,,,,,,
2019,84,A & N Electric Coop,VA,Cooperative,,,,,,,,,,,,,
2019,97,Adams Electric Coop,IL,Cooperative,,169.74,1.29,131.5814,169.74,1.29,131.5814,110.9,0.409,271.14914,8665,12.5,Y
2019,108,Adams-Columbia Electric Coop,WI,Cooperative,,139.9,0.95,147.26316,139.9,0.95,147.26316,129.3,0.871,148.45006,37405,12,Y
2019,155,Agralite Electric Coop,MN,Cooperative,,130.931,1.202,108.92762,128.759,1.181,109.0254,113.066,0.913,123.84009,5367,12.4,Y
2019,162,Aiken Electric Coop Inc,SC,Cooperative,,228.98,,,97.72,,,226.86,,,47255,25,Y
2019,195,Alabama Power Co,AL,Investor Owned,,,,,,,,,,,,,
2019,207,City of Alameda,CA,Municipal,,94.6,1.07,88.411215,,,,,,,35442,12,Y
2019,213,Alaska Electric Light&Power Co,AK,Investor Owned,,142,3.08,46.103896,79,2.08,37.980769,41,0.74,55.405405,16768,12.5,N
2019,219,Alaska Power and Telephone Co,AK,Investor Owned,,,,,,,,,,,,,
2019,232,City of Albemarle - (NC),NC,Municipal,,166.77,1.32,126.34091,44.05,0.53,83.113208,,,,11821,14.4,N
2019,240,Albemarle Electric Member Corp,NC,Cooperative,,,,,,,,,,,,,
2019,241,Albertville Municipal Utilities Board,AL,Municipal,,51.71,1.371,37.716995,21.624,0.418,51.732057,21.624,0.418,51.732057,10054,12.5,N
2019,276,Alcorn County Elec Power Assn,MS,Cooperative,,19.922,1.667,11.95081,,,,,,,18489,13.1,N
2019,295,City of Alexandria - (MN),MN,Municipal,,28.62,0.374,76.524064,,,,,,,10144,13.2,N
2019,296,"Alfalfa Electric Coop, Inc",KS,Cooperative,,,,,,,,,,,,,
2019,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,,,,,,,,,,,,,
2019,305,Alger-Delta Coop Electric Assn,MI,Cooperative,,582.796,0.696,837.35057,55.852,0.117,477.36752,579.996,0.672,863.08929,10119,34.5,Y
2019,329,"Allamakee-Clayton El Coop, Inc",IA,Cooperative,,141.6,0.965,146.73575,141.6,0.965,146.73575,141.6,0.965,146.73575,8940,12.5,Y
2019,392,Alpena Power Co,MI,Investor Owned,,,,,,,,,,,,,
2019,407,Altamaha Electric Member Corp,GA,Cooperative,,118.6,0.62,191.29032,95.1,0.47,202.34043,112,0.36,311.11111,20710,24.9,Y
2019,554,City of Ames - (IA),IA,Municipal,,156,0.99,157.57576,15.79,0.19,83.105263,152.353,0.96,158.70104,26948,13.8,N
2019,562,Amicalola Electric Member Corp,GA,Cooperative,,687.13,3.09,222.37217,449.79,2.38,188.98739,685.11,3.07,223.16287,49344,25,N
2019,590,City of Anaheim - (CA),CA,Municipal,,42.12,0.57,73.894737,42.12,0.57,73.894737,42.12,0.57,73.894737,120978,12,Y
2019,599,Anchorage Municipal Light and Power,AK,Municipal,,70.614,0.379,186.31662,18.38,0.132,139.24242,70.614,0.379,186.31662,31079,35,Y
2019,636,City of Anderson - (IN),IN,Municipal,,136.976,0.984,139.20325,108.932,0.873,124.77892,136.976,0.984,139.20325,35742,13.2,Y
2019,689,Connexus Energy,MN,Cooperative,,62.205,0.557,111.67864,29.264,0.349,83.851003,52.955,0.447,118.46756,134507.2,12.5,Y
2019,694,Anza Electric Coop Inc,CA,Cooperative,,414.156,4.593,90.17113,387.642,4.173,92.892883,69.156,0.504,137.21429,6192,7.2,N
2019,727,Appalachian Electric Coop,TN,Cooperative,,362.178,3.39,106.83717,280.133,3.23,86.728483,362.178,3.39,106.83717,47252,13.8,Y
2019,733,Appalachian Power Co,VA,Investor Owned,,561.6,1.999,280.94047,382.9,1.705,224.57478,525.2,1.855,283.12668,533574,35,Y
2019,733,Appalachian Power Co,WV,Investor Owned,,900.4,3.317,271.45011,650.8,2.883,225.73708,837.1,3.024,276.81878,420064,35,Y
2019,803,Arizona Public Service Co,AZ,Investor Owned,,118.56,0.96,123.5,86.8,0.843,102.9656,96.84,0.86,112.60465,1261999,69,N
2019,814,Entergy Arkansas LLC,AR,Investor Owned,,529.6,2.075,255.22892,308.8,1.72,179.53488,515.3,1.932,266.71843,725576,34.5,Y
2019,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,,437.3,2.21,197.8733,181.53,1.5,121.02,385.48,1.665,231.51952,55643,14.4,Y
2019,817,Arkansas Valley Elec Coop Corp,OK,Cooperative,,120.65,0.75,160.86667,56.7,0.49,115.71429,0.874,0.144,6.0694444,3612,7.2,Y
2019,887,"Arrowhead Electric Coop, Inc",MN,Cooperative,,,,,,,,,,,,,
2019,902,Town of Ashburnham - (MA),MA,Municipal,Y,,,,,,,,,,,,
2019,925,"Ashley Chicot Elec Coop, Inc",AR,Cooperative,Y,460.8,2.25,204.8,198.6,,,369,,,5127,14.4,N
2019,963,Atlantic City Electric Co,NJ,Investor Owned,,83,0.93,89.247312,76,0.89,85.393258,83,0.93,89.247312,556532,68,Y
2019,1009,City of Austin - (MN),MN,Municipal,,31.885,0.231,138.0303,31.885,0.231,138.0303,,,,11746,13.8,N
2019,1015,Austin Energy,TX,Municipal,,86.42,1,86.42,68.68,0.87,78.942529,83.4,0.95,87.789474,502963,35,Y
2019,1050,City of Azusa,CA,Municipal,,42.887,0.403,106.41935,,,,,,,16058,12.5,N
2019,1062,BARC Electric Coop Inc,VA,Cooperative,,949.602,4.007,236.98577,375.25,2.66,141.07143,935.053,3.928,238.04812,12800,46,Y
2019,1149,Baldwin County El Member Corp,AL,Cooperative,,75.868,1.048,72.39313,75.868,1.048,72.39313,75.868,1.048,72.39313,77765,12.5,Y
2019,1167,Baltimore Gas & Electric Co,MD,Investor Owned,,128.947,1.062,121.41902,81.781,0.84,97.358333,128.913,1.058,121.84594,1294802,34.5,Y
2019,1170,Bamberg Board of Public Works,SC,Municipal,Y,1.394,0.026,53.615385,1.394,0.026,53.615385,,,,1758,4.8,N
2019,1175,"Bandera Electric Coop, Inc",TX,Cooperative,,187.088,1.226,152.60033,45.636,0.499,91.45491,127.612,0.971,131.42327,36872,24,Y
2019,1179,Versant Power,ME,Investor Owned,,1138,2.795,407.15564,302,1.956,154.39673,1031,2.076,496.62813,173791,35,Y
2019,1233,City of Barnesville - (MN),MN,Municipal,,,,,,,,,,,,,
2019,1251,Barron Electric Coop,WI,Cooperative,,1352.03,2.251,600.63527,144.72,1.07,135.25234,1352.03,2.251,600.63527,18863,12.5,Y
2019,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,,239.7,1.26,190.2381,97.6,0.55,177.45455,178.3,1.15,155.04348,12169,24.9,Y
2019,1283,Bartholomew County Rural E M C,IN,Cooperative,,236.46,1.58,149.65823,75.59,0.74,102.14865,236.46,1.58,149.65823,11680,12.5,Y
2019,1299,"Barton Village, Inc",VT,Municipal,Y,,,,,,,,,,,,
2019,1300,City of Bartow - (FL),FL,Municipal,,,,,,,,,,,,,
2019,1301,"Barton County Elec Coop, Inc",MO,Cooperative,,,,,,,,,,,,,
2019,1366,City of Bay City - (MI),MI,Municipal,,99.986,0.822,121.63747,99.986,0.822,121.63747,99.986,0.822,121.63747,20243,8.3,Y
2019,1456,Town of Bedford - (VA),VA,Municipal,,372.26,1.41,264.01418,121.24,,,121.24,,,6694,69,N
2019,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,,,,,,,,,,,,,
2019,1523,Town of Belmont - (MA),MA,Municipal,,127.16,0.73,174.19178,127.16,0.73,174.19178,127.16,0.73,174.19178,11739,13.8,N
2019,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,,,,,77.694,0.909,85.471947,,,,20811,12.5,Y
2019,1571,Town of Benson - (NC),NC,Municipal,Y,,,,,,,,,,,,
2019,1579,PUD No 1 of Benton County,WA,Political Subdivision,,44,0.31,141.93548,27.5,0.21,130.95238,,,,54817,34.5,Y
2019,1591,"Big Country Electric Coop, Inc",TX,Cooperative,,,,,,,,,,,,,
2019,1613,Berkeley Electric Coop Inc,SC,Cooperative,,1144.8,2.34,489.23077,160.4,1.48,108.37838,1133.1,2.18,519.77064,103788,24.9,Y
2019,1615,Town of Berlin - (MD),MD,Municipal,Y,128.04,2.09,61.263158,128.04,2.09,61.263158,,,,2417,25,N
2019,1625,Benton Rural Electric Assn,WA,Cooperative,,,,,,,,,,,,,
2019,1675,Big Horn Rural Electric Co,WY,Cooperative,,207.96,1.29,161.2093,,,,,,,3775,7.2,N
2019,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,,562.18,4.095,137.28449,452.27,3.66,123.57104,548.94,3.74,146.7754,12596,13.2,Y
2019,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,,,,,,,,,,,,,
2019,1736,Blachly-Lane County Coop El Assn,OR,Cooperative,,,,,,,,,,,,,
2019,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,,,,,,,,,,,,,
2019,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,,566.55,2.28,248.48684,68.68,0.45,152.62222,203.16,1.43,142.06993,10265,,Y
2019,1775,Black River Electric Coop - (MO),MO,Cooperative,,736.54,,,375.47,,,361.07,,,24382,14.4,Y
2019,1871,City of Blooming Prairie - (MN),MN,Municipal,Y,137.77,1.02,135.06863,137.77,1.02,135.06863,,,,1090,4.1,N
2019,1883,Blue Earth Light & Water,MN,Municipal,,2.99,0.04,74.75,,,,,,,2282,12,N
2019,1884,BENCO Electric Cooperative,MN,Cooperative,,,,,,,,,,,,,
2019,1886,Blue Grass Energy Coop Corp,KY,Cooperative,,169.638,1.305,129.9908,130.193,1.139,114.30465,162.194,1.194,135.84087,57854,25,Y
2019,1889,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,,131.4,1.39,94.532374,71.38,0.97,73.587629,131.4,1.39,94.532374,75761,15,Y
2019,1890,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,,187.17,,,133.72,,,23.82,,,66733,7.2,N
2019,1892,"Bluebonnet Electric Coop, Inc",TX,Cooperative,,168.931,1.55,108.98774,102.569,1.119,91.661305,155.521,1.339,116.14712,100409,14.4,N
2019,1936,Bolivar Energy Authority,TN,Municipal,,111.92,1.47,76.136054,51.37,0.5,102.74,111.92,1.47,76.136054,11082,12.5,N
2019,2001,Boone Electric Coop,MO,Cooperative,,134.08,0.89,150.65169,52.25,0.66,79.166667,134.08,0.89,150.65169,32867,13.2,Y
2019,2049,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,,,,,,,,,,,,,
2019,2054,City of Bowling Green - (OH),OH,Municipal,,42.483,0.864,49.170139,3.176,0.039,81.435897,,,,14746,12.5,N
2019,2056,City of Bowling Green - (KY),KY,Municipal,,105.213,1.383,76.075922,52.707,0.974,54.113963,52.707,0.974,54.113963,30891,12.5,N
2019,2089,Bozrah Light & Power Company,CT,Municipal,,698.49,3.95,176.83291,176.11,1.69,104.2071,698.49,3.95,176.83291,2767,13.8,Y
2019,2144,Town of Braintree - (MA),MA,Municipal,,11.55,0.19,60.789474,11.55,0.19,60.789474,11.55,0.19,60.789474,16500,13.8,N
2019,2205,Village of Brewster - (OH),OH,Municipal,Y,,,,,,,,,,,,
2019,2212,"Broad River Electric Coop, Inc",SC,Cooperative,,,,,,,,,,,,,
2019,2247,City of Bristol - (TN),TN,Municipal,,76.382,1.492,51.19437,56.976,0.94,60.612766,56.976,0.94,60.612766,33727,69,N
2019,2248,Bristol Virginia Utilities,VA,Municipal,,26.87,0.525,51.180952,15.895,0.486,32.705761,26.87,0.525,51.180952,16053,13.2,Y
2019,2316,Brown County Rural Elec Assn,MN,Cooperative,,,,,,,,,,,,,
2019,2409,Brownsville Public Utilities Board,TX,Municipal,,15.799,0.136,116.16912,14.262,0.128,111.42188,15.799,0.136,116.16912,52520,12.5,N
2019,2439,City of Bryan - (OH),OH,Municipal,,39.8,0.64,62.1875,39.8,0.64,62.1875,,,,5795,12.4,Y
2019,2442,City of Bryan - (TX),TX,Municipal,,,,,,,,,,,,,
2019,2485,City of Buffalo - (MN),MN,Municipal,,,,,,,,,,,,,
2019,2502,"Buckeye Rural Elec Coop, Inc",OH,Cooperative,,584.78,2.37,246.74262,494.49,2.18,226.83028,,,,18571,12.5,Y
2019,2507,City of Burbank Water and Power,CA,Municipal,,,,,,,,,,,,,
2019,2548,City of Burlington Electric - (VT),VT,Municipal,,,,,,,,,,,,,
2019,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,Cooperative,,102,1.49,68.456376,102,1.49,68.456376,60.12,0.87,69.103448,7575,12.5,N
2019,2651,Butler Rural Electric Coop Inc - (OH),OH,Cooperative,,157.85,1.59,99.27673,110.38,1.33,82.992481,106.94,0.83,128.84337,11440,12,Y
2019,2652,Butler County Rural Elec Coop - (IA),IA,Cooperative,,,,,,,,,,,,,
2019,2655,"Butte Electric Coop, Inc",SD,Cooperative,,,,,,,,,,,,,
2019,2812,City of Calhoun - (GA),GA,Municipal,,33.288,0.795,41.871698,33.288,0.795,41.871698,33.288,0.795,41.871698,5475,7.2,N
2019,2849,Central Electric Power Assn - (MS),MS,Cooperative,,,,,,,,,,,,,
2019,2911,"Canadian Valley Elec Coop, Inc",OK,Cooperative,,295.9,1.562,189.43662,174.2,1.194,145.89615,290.9,1.511,192.52151,25713,24.9,N
2019,2955,Canby Utility Board,OR,Municipal,,,,,,,,,,,,,
2019,2960,"Caney Fork Electric Coop, Inc",TN,Cooperative,,,,,,,,,,,,,
2019,2961,"Caney Valley El Coop Assn, Inc",KS,Cooperative,,,,,,,,,,,,,
2019,2982,Cape Hatteras Elec Member Corp,NC,Cooperative,,2621.59,14.43,181.67637,249.99,3.47,72.043228,2455.16,13.44,182.6756,7814,12.5,Y
2019,2985,"Capital Electric Coop, Inc",ND,Cooperative,,,,,,,,,,,,,
2019,2998,"Carbon Power & Light, Inc",WY,Cooperative,,291.6,1.98,147.27273,291.6,1.98,147.27273,198.5,1.56,127.24359,6481,25,Y
2019,3046,Duke Energy Progress - (NC),NC,Investor Owned,,292,1.63,179.1411,149,1.29,115.50388,272,1.4,194.28571,1408476,34.5,Y
2019,3046,Duke Energy Progress - (NC),SC,Investor Owned,,224,1.71,130.99415,147,1.39,105.7554,200,1.53,130.71895,168545,23,Y
2019,3076,"Carroll Electric Coop, Inc - (OH)",OH,Cooperative,,,,,,,,,,,,,
2019,3081,Carroll Electric Member Corp - (GA),GA,Cooperative,,114.08,1.35,84.503704,114.08,1.35,84.503704,112.39,,,51759,24.9,Y
2019,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,,1002.2,2.43,412.42798,93.98,1.23,76.406504,93.98,1.23,76.406504,90543,24.9,Y
2019,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,,214.11,1.74,123.05172,109.03,1.43,76.244755,109.03,1.43,76.244755,10927,24.9,Y
2019,3113,City of Carthage - (MO),MO,Municipal,,22.584,0.699,32.309013,22.555,0.667,33.815592,,,,7714,13.2,Y
2019,3203,Cedar Falls Utilities,IA,Municipal,,,,,,,,,,,,,
2019,3208,Cedarburg Light & Water Comm,WI,Municipal,,,,,,,,,,,,,
2019,3222,Central Alabama Electric Coop,AL,Cooperative,,173.48,,,152.8,,,159.69,,,43000,24.9,Y
2019,3226,"Central Rural Electric Cooperative, Inc",OK,Cooperative,,180.75,1.96,92.219388,162.86,1.89,86.169312,156.17,1.65,94.648485,21796,25,Y
2019,3245,"Central Florida Elec Coop, Inc",FL,Cooperative,,327.91,,,182.75,,,319.54,,,33942,25,Y
2019,3248,Central Georgia El Member Corp,GA,Cooperative,,87.047,1.11,78.420721,79.06,1.041,75.946206,86.594,1.097,78.937101,57224,25,Y
2019,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,,,,,,,,,,,,,
2019,3250,Central Electric Membership Corp. - (NC),NC,Cooperative,,225.786,,,189.487,,,225.786,,,23098,25,Y
2019,3264,Central Lincoln People's Ut Dt,OR,Political Subdivision,,151.6,1.03,147.18447,,,,,,,39762,,Y
2019,3265,Cleco Power LLC,LA,Investor Owned,,,,,,,,,,,,,
2019,3266,Central Maine Power Co,ME,Investor Owned,,856,2.37,361.18143,189.8,1.53,124.05229,853.2,2.3,370.95652,642816,34.5,N
2019,3268,Central Missouri Elec Coop Inc,MO,Cooperative,,477.163,,,137.036,,,477.163,,,10908,25,N
2019,3273,"Central New Mexico El Coop, Inc",NM,Cooperative,,,,,,,,,,,,,
2019,3278,AEP Texas Central Company,TX,Investor Owned,,233.8,1.82,128.46154,167,1.623,102.89587,215.3,1.617,133.1478,855355,35,Y
2019,3282,"Central Texas Elec Coop, Inc",TX,Cooperative,,128.6,1.36,94.558824,125.5,1.17,107.26496,128.6,1.36,94.558824,42277,24.9,Y
2019,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,,621.5,3.184,195.19472,335.691,2.082,161.23487,621.388,3.183,195.22086,18215,25,Y
2019,3291,Central Virginia Electric Coop,VA,Cooperative,,432,2.78,155.39568,251,2.42,103.71901,345,2.08,165.86538,37035,24.9,Y
2019,3293,Central Wisconsin Elec Coop,WI,Cooperative,,,,,,,,,,,,,
2019,3295,City of Centralia - (WA),WA,Municipal,,638.357,3.535,180.5819,187.995,1.212,155.11139,638.357,3.535,180.5819,10418,12.5,N
2019,3314,"Chariton Valley Elec Coop, Inc",IA,Cooperative,,204,1.99,102.51256,161,1.64,98.170732,,,,6058,25,Y
2019,3329,Borough of Chambersburg,PA,Municipal,,26.99,0.34,79.382353,20.44,,,,,,11187,12.5,Y
2019,3355,City of Chanute,KS,Municipal,,,,,,,,,,,,,
2019,3400,City of Chaska - (MN),MN,Municipal,,,,,,,,,,,,,
2019,3408,City of Chattanooga - (TN),TN,Municipal,,111.39,0.8,139.2375,76.21,0.62,122.91935,110.74,0.794,139.47103,185137,46,Y
2019,3413,PUD No 1 of Chelan County,WA,Political Subdivision,,,,,,,,,,,,,
2019,3420,City of Cheney - (WA),WA,Municipal,,56.384,0.309,182.47249,56.384,0.309,182.47249,56.384,0.309,182.47249,5798,13.2,N
2019,3436,Cherryland Electric Coop Inc,MI,Cooperative,,85.052,0.885,96.103955,74.906,0.854,87.711944,74.232,0.58,127.98621,36490,15,Y
2019,3461,Cheyenne Light Fuel & Power d/b/a Black,WY,Investor Owned,,87.893,1.494,58.830656,46.06,1.274,36.153846,87.893,1.494,58.830656,43318,35,Y
2019,3470,Cherokee County Elec Coop Assn,TX,Cooperative,,,,,,,,,,,,,
2019,3477,City of Chicopee - (MA),MA,Municipal,,35.24,0.694,50.778098,,,,,,,25914,13.8,N
2019,3478,Cimarron Electric Coop,OK,Cooperative,,83.7,0.847,98.819362,58,0.588,98.639456,82.8,0.838,98.806683,17976,24.9,N
2019,3486,Chillicothe Municipal Utils,MO,Municipal,,35.475,0.715,49.615385,19.589,0.45,43.531111,,,,4545,7.2,Y
2019,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,,67.127,0.875,76.716571,67.127,0.875,76.716571,67.127,0.875,76.716571,56208,12.5,Y
2019,3503,"Choptank Electric Cooperative, Inc",MD,Cooperative,,197.6,1.64,120.4878,197.6,1.64,120.4878,142.2,1.13,125.84071,53750,25,Y
2019,3522,Chugach Electric Assn Inc,AK,Cooperative,,139.86,1.18,118.52542,,,,,,,81619,,Y
2019,3527,Choctaw Electric Coop Inc,OK,Cooperative,,,,,,,,,,,,,
2019,3542,Duke Energy Ohio Inc,OH,Investor Owned,,139,1.08,128.7037,96,0.87,110.34483,114.72,0.884,129.77376,737368,35,Y
2019,3597,Citizens Electric Co - (PA),PA,Investor Owned,,,,,,,,,,,,,
2019,3600,Citizens Electric Corporation - (MO),MO,Cooperative,,111,,,96,,,111,,,27103,13.2,Y
2019,3634,City of Nixa - (MO),MO,Municipal,,90.676,0.902,100.52772,63.479,0.721,88.042996,63.479,0.721,88.042996,10779,12.5,N
2019,3644,PUD No 1 of Clallam County,WA,Political Subdivision,,,,,,,,,,,,,
2019,3647,City of Claremore,OK,Municipal,,161.354,1.547,104.30123,62.791,1.077,58.301764,,,,12329,13.2,N
2019,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,,98.22,0.812,120.96059,28.2,0.34,82.941176,59.4,0.453,131.12583,210074,12.5,Y
2019,3687,Clark Energy Coop Inc - (KY),KY,Cooperative,,175.969,1.707,103.0867,175.969,1.707,103.0867,155.075,1.45,106.94828,26071,25,Y
2019,3712,Clay County Electric Coop Corp,AR,Cooperative,,,,,,,,,,,,,
2019,3722,Clarke Electric Coop Inc - (IA),IA,Cooperative,,,,,,,,,,,,,
2019,3726,Clay Electric Coop Inc,IL,Cooperative,Y,,,,,,,,,,,,
2019,3739,Clearwater Power Company,ID,Cooperative,,677.036,2.737,247.36427,677.036,2.737,247.36427,377.134,1.588,237.48992,11171,25,Y
2019,3755,Cleveland Electric Illum Co,OH,Investor Owned,,365.757,1.5,243.838,130.468,1.019,128.03533,343.036,1.282,267.57878,731209,36,Y
2019,3757,"Clay Electric Cooperative, Inc",FL,Cooperative,,210.02,2.41,87.145228,158.92,2.1,75.67619,184.64,2.03,90.955665,177019,25,N
2019,3758,City of Cleveland - (TN),TN,Municipal,,81.421,1.626,50.074416,50.506,1.059,47.692162,81.421,1.626,50.074416,31843,13.2,N
2019,3762,City of Cleveland - (OH),OH,Municipal,,218.44,2.01,108.67662,218.44,2.01,108.67662,,,,72249,13.8,Y
2019,3764,Clearwater-Polk Elec Coop Inc,MN,Cooperative,,,,,,,,,,,,,
2019,3774,City of Clewiston,FL,Municipal,,,,,,,,,,,,,
2019,3804,Clinton Combined Utility Sys,SC,Municipal,,,,,,,,,,,,,
2019,3812,City of Clinton - (TN),TN,Municipal,,156,1.786,87.346025,104,1.474,70.556309,136,1.301,104.53497,29337,13,Y
2019,3828,Cloverland Electric Co-op,MI,Cooperative,,2040,4.51,452.32816,324.8,2.28,142.45614,2029.5,4.3,471.97674,42501,24.9,Y
2019,3841,Coast Electric Power Assn,MS,Cooperative,,151.57,,,23.17,,,151.57,,,83541,14.4,Y
2019,3843,Coastal Electric Member Corp,GA,Cooperative,,221.4,2.47,89.635628,123.3,1.92,64.21875,221.4,2.47,89.635628,20048,25,Y
2019,3844,"Coastal Electric Coop, Inc",SC,Cooperative,,386.8,2.646,146.18292,152.6,1.63,93.619632,376.7,2.408,156.43688,11849,12.5,Y
2019,3855,Columbia Power System,TN,Municipal,,184.715,1.752,105.43094,131.47,1.318,99.749621,,,,30357,12.5,Y
2019,3881,City of Cody,WY,Municipal,,,,,,,,,,,,,
2019,3892,City of Coffeyville - (KS),KS,Municipal,,3.835,0.041,93.536585,3.835,0.041,93.536585,,,,5943,69,N
2019,3915,Coldwater Board of Public Util,MI,Municipal,,63.816,1.328,48.054217,,,,,,,7009,13.8,Y
2019,3916,Cobb Electric Membership Corp,GA,Cooperative,,36.13,0.59,61.237288,32.7,0.54,60.555556,36.13,0.59,61.237288,208395,20,Y
2019,3940,City of College Station - (TX),TX,Municipal,,49.5,0.665,74.43609,16.8,0.281,59.786477,47.6,0.614,77.52443,43485,15,Y
2019,3989,City of Colorado Springs - (CO),CO,Municipal,,61.5,0.82,75,40.926,0.743,55.0821,61.5,0.82,75,262378,34.5,Y
2019,4008,Columbia Power Coop Assn Inc,OR,Cooperative,,101,,,101,,,101,,,1926,24.9,N
2019,4040,Calhoun County Elec Coop Assn,IA,Cooperative,,,,,,,,,,,,,
2019,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,,170.583,1.418,120.29831,170.583,1.418,120.29831,142.89,1.047,136.47564,5697,24.9,Y
2019,4045,City of Columbia - (MO),MO,Municipal,,170.82,1.369,124.77721,44.87,0.808,55.532178,170.82,1.369,124.77721,46222,69,N
2019,4063,Co-Mo Electric Coop Inc,MO,Cooperative,,175,,,112.1,,,172,,,31658,25,Y
2019,4065,City of Columbus - (OH),OH,Municipal,,218.08,2.27,96.070485,218.08,2.27,96.070485,218.08,2.27,96.070485,14513,14.4,Y
2019,4068,City of Columbus - (MS),MS,Municipal,,344.714,2.28,151.19035,32.324,0.657,49.199391,,,,12580,13,N
2019,4110,Commonwealth Edison Co,IL,Investor Owned,,88.442,0.79,111.9519,51.332,0.63,81.479365,82.709,0.78,106.03718,4131059,34,Y
2019,4117,Community Electric Coop,VA,Cooperative,,240.074,1.925,124.71377,218.693,1.811,120.75814,155.272,1.376,112.84302,11264,34.5,Y
2019,4146,Concho Valley Elec Coop Inc,TX,Cooperative,,451.8,3.46,130.57803,451.8,3.46,130.57803,318.6,2.35,135.57447,14888,24.9,Y
2019,4150,City of Concord - (NC),NC,Municipal,,33.64,0.52,64.692308,33.64,0.52,64.692308,33.64,0.52,64.692308,31957,13.2,N
2019,4176,Connecticut Light & Power Co,CT,Investor Owned,,249.2,0.989,251.97169,249.17,0.985,252.96447,66.8,0.648,103.08642,1275462,34.5,Y
2019,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,,,,,,,,,,,,,
2019,4237,Consolidated Electric Coop,MO,Cooperative,,245.92,1.57,156.63694,71.88,1.02,70.470588,245.92,1.57,156.63694,8058,12.5,Y
2019,4254,Consumers Energy Co,MI,Investor Owned,,691.046,1.582,436.81795,233.341,1.124,207.59875,680.917,1.53,445.04379,1828424,14.4,Y
2019,4262,Cooke County Elec Coop Assn,TX,Cooperative,,161.32,1.09,148,,,,161.28,1.05,153.6,16392,7.2,Y
2019,4265,Continental Divide El Coop Inc,NM,Cooperative,,,,,,,,,,,,,
2019,4280,Conway Corporation,AR,Municipal,,22.43,0.339,66.165192,22.43,0.339,66.165192,,,,31256,13.8,N
2019,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,,134.93,1.008,133.85913,134.929,1.008,133.85813,134.928,1.001,134.79321,17867,13.2,Y
2019,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,,189.3,1.33,142.33083,122.68,1.01,121.46535,189.19,1.31,144.41985,18198,24.9,N
2019,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,,184.59,1.596,115.65789,155.252,1.435,108.18955,184.571,1.596,115.64599,16988,24.9,
2019,4346,Cooperative L&P Assn Lake County,MN,Cooperative,,508.025,2.882,176.27516,508.025,2.882,176.27516,502.906,2.439,206.19352,6196,14.4,Y
2019,4362,Corn Belt Energy Corporation,IL,Cooperative,,328.8,5.29,62.155009,247,5.05,48.910891,235.9,5.11,46.164384,36209,69,Y
2019,4365,Town of Cornelius - (NC),NC,Municipal,Y,106.667,1.253,85.12929,,,,,,,3950,,N
2019,4373,Cornhusker Public Power Dist,NE,Political Subdivision,,,,,,,,,,,,,
2019,4401,"Cotton Electric Coop, Inc",OK,Cooperative,,190.29,1.817,104.72757,141.596,1.481,95.608373,137.009,1.306,104.90735,21961,25,N
2019,4430,"Covington Electric Coop, Inc",AL,Cooperative,,89.348,1.219,73.296144,72.835,1.059,68.777148,86.238,1.145,75.317031,23246,25,Y
2019,4432,Coweta-Fayette El Member Corp,GA,Cooperative,,130.61,1.36,96.036765,95.83,1.08,88.731481,122.24,1.31,93.312977,84741,25,N
2019,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,,101.55,0.587,172.9983,74.29,0.504,147.40079,101.55,0.587,172.9983,50202,13,Y
2019,4471,Craig-Botetourt Electric Coop,VA,Cooperative,,1598.65,4.82,331.67012,610.42,3.16,193.17089,1556.71,3.99,390.15288,6746,,Y
2019,4471,Craig-Botetourt Electric Coop,WV,Cooperative,,865.95,2.92,296.55822,731.44,2.73,267.92674,865.95,2.92,296.55822,484,,Y
